project_id,project_name,project_type,sector,state,district,constituency,block,village,latitude,longitude,sanction_amount,released_amount,expenditure_amount,start_date,expected_completion_date,actual_completion_date,reported_progress,observed_progress,observed_progress_status,status,agency,data_status,source_type,data_availability_status,anomaly_label,anomaly_category,created_at,updated_at,fused_risk_score,risk_tier
SYN-PRJ-01312,Construction of Public Library and Reading Room at Village Sundarpur,BUILDING,Education & Community,Uttarakhand,Dehradun,Dehradun Parliamentary Constituency,Dehradun Block-3,Village Sundarpur,30.076859,79.188555,1285000.0,1175000.0,855000.0,2022-06-17,2023-09-01,,80.1,,NOT_AVAILABLE,DELAYED,State Bridge Construction Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661237,2026-09-19 15:04:49.661239,40.0,MEDIUM
SYN-PRJ-01313,Construction of Foot Overbridge for School Commuters at Village Rampur,BRIDGE,Bridges & Culverts,Manipur,Imphal East,Imphal East Parliamentary Constituency,Imphal East Block-5,Village Rampur,24.712872,93.802969,3005000.0,3005000.0,2809000.0,2024-03-12,2025-04-27,2025-05-24,100.0,,NOT_AVAILABLE,COMPLETED,Water Supply & Sanitation Board,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661251,2026-09-19 15:04:49.661253,15.0,LOW
SYN-PRJ-01314,Deep Borewell with Submersible Motor and Public Distribution Cistern at Village Mohanpur,WATER_TANK,Drinking Water & Sanitation,Kerala,Thiruvananthapuram,Thiruvananthapuram Parliamentary Constituency,Thiruvananthapuram Block-2,Village Mohanpur,11.018904,76.354848,575000.0,575000.0,565000.0,2021-04-20,2021-09-28,2021-10-21,100.0,,NOT_AVAILABLE,COMPLETED,Panchayati Raj Engineering Division,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661264,2026-09-19 15:04:49.661266,15.0,LOW
SYN-PRJ-01315,R.C.C. Box Culvert for Agricultural Drainage and Crossing at Village Shivnagar,BRIDGE,Bridges & Culverts,Andhra Pradesh,Guntur,Guntur Parliamentary Constituency,Guntur Block-4,Village Shivnagar,15.859735,79.682461,4925000.0,4925000.0,4515000.0,2023-08-19,2024-08-23,2024-08-09,100.0,,NOT_AVAILABLE,COMPLETED,Rural Engineering Services (RES),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661277,2026-09-19 15:04:49.661279,15.0,LOW
SYN-PRJ-01316,Erection of Multi-Purpose Community Hall at Village Sundarpur,BUILDING,Education & Community,Goa,South Goa,South Goa Parliamentary Constituency,South Goa Block-2,Village Sundarpur,15.334889,74.179582,670000.0,670000.0,661000.0,2021-12-25,2023-01-29,2023-01-20,100.0,,NOT_AVAILABLE,COMPLETED,Zila Parishad Engineering Wing,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661290,2026-09-19 15:04:49.661292,15.0,LOW
SYN-PRJ-01317,Installation of Solar Dual-Pump Piped Drinking Water System at Village Mohanpur,WATER_TANK,Drinking Water & Sanitation,Andaman and Nicobar Islands,South Andaman,South Andaman Parliamentary Constituency,South Andaman Block-5,Village Mohanpur,11.763775,92.695957,950000.0,950000.0,884000.0,2021-07-27,2022-02-16,2022-03-22,100.0,,NOT_AVAILABLE,COMPLETED,Municipal Engineering Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661302,2026-09-19 15:04:49.661305,15.0,LOW
SYN-PRJ-01318,Installation of Community Water Purification RO Plant at Village Shivnagar,WATER_TANK,Drinking Water & Sanitation,Sikkim,East Sikkim,East Sikkim Parliamentary Constituency,East Sikkim Block-5,Village Shivnagar,27.736995,88.640785,855000.0,855000.0,826000.0,2021-07-26,2022-03-23,2022-02-27,100.0,,NOT_AVAILABLE,COMPLETED,Panchayati Raj Engineering Division,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661315,2026-09-19 15:04:49.661318,15.0,LOW
SYN-PRJ-01319,Construction of Cement Concrete Road with Paver Blocks at Village Gandhi Gram,ROAD,Rural Connectivity & Transport,Meghalaya,West Garo Hills,West Garo Hills Parliamentary Constituency,West Garo Hills Block-5,Village Gandhi Gram,25.489876,91.479157,3210000.0,3210000.0,2861000.0,2023-11-22,2024-05-09,2024-05-01,100.0,,NOT_AVAILABLE,COMPLETED,State Bridge Construction Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661328,2026-09-19 15:04:49.661331,15.0,LOW
SYN-PRJ-01320,Bituminous Road from Main Highway to Scheduled Village at Village Mohanpur,ROAD,Rural Connectivity & Transport,Punjab,Ludhiana,Ludhiana Parliamentary Constituency,Ludhiana Block-1,Village Mohanpur,31.023197,75.388951,475000.0,475000.0,448000.0,2021-01-17,2021-07-09,2021-07-16,100.0,,NOT_AVAILABLE,COMPLETED,Water Supply & Sanitation Board,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661341,2026-09-19 15:04:49.661344,15.0,LOW
SYN-PRJ-01321,Construction of High-Level Submersible Bridge across Nullah at Village Rampur,BRIDGE,Bridges & Culverts,Manipur,Imphal East,Imphal East Parliamentary Constituency,Imphal East Block-2,Village Rampur,24.880817,93.880134,4945000.0,4945000.0,4841000.0,2023-10-09,2024-10-25,2024-10-11,100.0,,NOT_AVAILABLE,COMPLETED,Irrigation & Flood Control Department,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661354,2026-09-19 15:04:49.661357,15.0,LOW
SYN-PRJ-01322,Construction of Cement Concrete Road with Paver Blocks at Village Shivnagar,ROAD,Rural Connectivity & Transport,Haryana,Gurugram,Gurugram Parliamentary Constituency,Gurugram Block-4,Village Shivnagar,28.957084,76.007349,415000.0,255000.0,91000.0,2021-10-03,2022-01-07,,37.5,,NOT_AVAILABLE,DELAYED,Panchayati Raj Engineering Division,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661368,2026-09-19 15:04:49.661371,40.0,MEDIUM
SYN-PRJ-01323,Installation of Community Water Purification RO Plant at Village Adarsh Nagar,WATER_TANK,Drinking Water & Sanitation,Manipur,Imphal East,Imphal East Parliamentary Constituency,Imphal East Block-2,Village Adarsh Nagar,24.532944,93.812129,600000.0,600000.0,578000.0,2021-08-14,2021-11-14,2021-10-20,100.0,,NOT_AVAILABLE,COMPLETED,Municipal Engineering Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661381,2026-09-19 15:04:49.661384,15.0,LOW
SYN-PRJ-01324,Construction of Gram Panchayat Citizen Service Center at Village Shivnagar,BUILDING,Education & Community,Chandigarh,Chandigarh,Chandigarh Parliamentary Constituency,Chandigarh Block-4,Village Shivnagar,30.688839,76.610732,260000.0,260000.0,258000.0,2022-02-22,2023-03-11,2023-02-16,17.9,,NOT_AVAILABLE,IN_PROGRESS,Irrigation & Flood Control Department,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,1,PAYMENT_PROGRESS_MISMATCH,2026-09-19 15:04:49.661395,2026-09-19 15:04:49.661398,72.0,HIGH
SYN-PRJ-01325,Development of Anganwadi Center and Nutrition Hub at Village Mohanpur,BUILDING,Education & Community,Jammu and Kashmir,Anantnag,Anantnag Parliamentary Constituency,Anantnag Block-4,Village Mohanpur,33.780074,76.684473,3155000.0,3155000.0,3100000.0,2021-06-09,2022-02-11,2022-01-23,100.0,,NOT_AVAILABLE,COMPLETED,Zila Parishad Engineering Wing,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661409,2026-09-19 15:04:49.661412,15.0,LOW
SYN-PRJ-01326,Erection of Multi-Purpose Community Hall at Village Kalyanpur,BUILDING,Education & Community,Chhattisgarh,Bastar,Bastar Parliamentary Constituency,Bastar Block-3,Village Kalyanpur,21.169769,82.048414,1370000.0,1370000.0,1178000.0,2021-03-15,2021-11-11,2021-12-20,100.0,,NOT_AVAILABLE,COMPLETED,Zila Parishad Engineering Wing,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661429,2026-09-19 15:04:49.661432,15.0,LOW
SYN-PRJ-01327,Erection of Multi-Purpose Community Hall at Village Sundarpur,BUILDING,Education & Community,Tripura,South Tripura,South Tripura Parliamentary Constituency,South Tripura Block-2,Village Sundarpur,24.002095,92.11187,310000.0,244000.0,134000.0,2023-10-09,2024-11-06,,55.3,,NOT_AVAILABLE,DELAYED,Rural Engineering Services (RES),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661444,2026-09-19 15:04:49.661446,40.0,MEDIUM
SYN-PRJ-01328,Construction of Gram Panchayat Citizen Service Center at Village Gandhi Gram,BUILDING,Education & Community,Uttarakhand,Udham Singh Nagar,Udham Singh Nagar Parliamentary Constituency,Udham Singh Nagar Block-4,Village Gandhi Gram,29.98786,79.121843,4200000.0,3213000.0,1761000.0,2023-04-01,2024-09-20,,60.6,,NOT_AVAILABLE,DELAYED,Zila Parishad Engineering Wing,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661457,2026-09-19 15:04:49.661459,40.0,MEDIUM
SYN-PRJ-01329,Construction of Foot Overbridge for School Commuters at Village Gandhi Gram,BRIDGE,Bridges & Culverts,Punjab,Bathinda,Bathinda Parliamentary Constituency,Bathinda Block-3,Village Gandhi Gram,31.016068,75.44803,2260000.0,1624000.0,782000.0,2023-06-17,2024-09-24,,50.3,,NOT_AVAILABLE,DELAYED,Public Works Department (PWD),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661470,2026-09-19 15:04:49.661472,40.0,MEDIUM
SYN-PRJ-01330,"Construction of 50,000 Litre Overhead R.C.C. Water Storage Tank at Village Shivnagar",WATER_TANK,Drinking Water & Sanitation,Uttarakhand,Nainital,Nainital Parliamentary Constituency,Nainital Block-1,Village Shivnagar,30.087421,79.08569,1715000.0,1715000.0,1488000.0,2021-10-07,2022-01-23,2022-02-17,100.0,,NOT_AVAILABLE,COMPLETED,Water Supply & Sanitation Board,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661483,2026-09-19 15:04:49.661485,15.0,LOW
SYN-PRJ-01331,"Construction of 50,000 Litre Overhead R.C.C. Water Storage Tank at Village Sundarpur",WATER_TANK,Drinking Water & Sanitation,Odisha,Cuttack,Cuttack Parliamentary Constituency,Cuttack Block-3,Village Sundarpur,20.810629,84.991092,1435000.0,901000.0,375000.0,2024-02-25,2024-10-09,,42.6,,NOT_AVAILABLE,DELAYED,Municipal Engineering Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661497,2026-09-19 15:04:49.661499,40.0,MEDIUM
SYN-PRJ-01332,Construction of Public Library and Reading Room at Village Mohanpur,BUILDING,Education & Community,Assam,Jorhat,Jorhat Parliamentary Constituency,Jorhat Block-4,Village Mohanpur,26.272267,92.823798,1500000.0,500000.0,1200000.0,2024-08-16,2025-04-28,,76.0,,NOT_AVAILABLE,DELAYED,State Bridge Construction Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,1,DOCUMENT_INCONSISTENCY,2026-09-19 15:04:49.661510,2026-09-19 15:04:49.661513,98.5,CRITICAL
SYN-PRJ-01333,R.C.C. Box Culvert for Agricultural Drainage and Crossing at Village Sundarpur,BRIDGE,Bridges & Culverts,Tripura,South Tripura,South Tripura Parliamentary Constituency,South Tripura Block-2,Village Sundarpur,23.996385,91.824143,4765000.0,4765000.0,4527000.0,2021-03-01,2022-06-01,,33.3,,NOT_AVAILABLE,STALLED,Panchayati Raj Engineering Division,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,1,DELAY_PATTERN,2026-09-19 15:04:49.661524,2026-09-19 15:04:49.661527,90.0,CRITICAL
SYN-PRJ-01334,Construction of Public Library and Reading Room at Village Sundarpur,BUILDING,Education & Community,Manipur,Imphal East,Imphal East Parliamentary Constituency,Imphal East Block-3,Village Sundarpur,24.765481,93.758397,3250000.0,3250000.0,2776000.0,2021-06-25,2022-01-30,2022-03-08,100.0,,NOT_AVAILABLE,COMPLETED,Zila Parishad Engineering Wing,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661538,2026-09-19 15:04:49.661541,15.0,LOW
SYN-PRJ-01335,Deep Borewell with Submersible Motor and Public Distribution Cistern at Village Gandhi Gram,WATER_TANK,Drinking Water & Sanitation,Nagaland,Dimapur,Dimapur Parliamentary Constituency,Dimapur Block-4,Village Gandhi Gram,26.224676,94.637476,895000.0,895000.0,887000.0,2023-08-01,2023-12-23,2023-12-27,100.0,,NOT_AVAILABLE,COMPLETED,Water Supply & Sanitation Board,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661552,2026-09-19 15:04:49.661555,15.0,LOW
SYN-PRJ-01336,Deep Borewell with Submersible Motor and Public Distribution Cistern at Village Sundarpur,WATER_TANK,Drinking Water & Sanitation,Sikkim,West Sikkim,West Sikkim Parliamentary Constituency,West Sikkim Block-3,Village Sundarpur,27.449387,88.582043,865000.0,865000.0,840000.0,2023-03-30,2023-08-06,2023-09-09,100.0,,NOT_AVAILABLE,COMPLETED,Water Supply & Sanitation Board,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661569,2026-09-19 15:04:49.661572,15.0,LOW
SYN-PRJ-01337,Erection of Multi-Purpose Community Hall at Village Sundarpur,BUILDING,Education & Community,West Bengal,Howrah,Howrah Parliamentary Constituency,Howrah Block-3,Village Sundarpur,23.018053,87.790339,345000.0,345000.0,341000.0,2023-02-11,2024-01-03,2023-12-05,100.0,,NOT_AVAILABLE,COMPLETED,Municipal Engineering Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661583,2026-09-19 15:04:49.661586,15.0,LOW
SYN-PRJ-01338,R.C.C. Box Culvert for Agricultural Drainage and Crossing at Village Gandhi Gram,BRIDGE,Bridges & Culverts,Punjab,Bathinda,Bathinda Parliamentary Constituency,Bathinda Block-1,Village Gandhi Gram,31.026073,75.105685,1955000.0,1955000.0,1750000.0,2021-11-03,2023-05-02,2023-06-14,100.0,,NOT_AVAILABLE,COMPLETED,State Bridge Construction Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661597,2026-09-19 15:04:49.661600,15.0,LOW
SYN-PRJ-01339,Construction of Cement Concrete Road with Paver Blocks at Village Gandhi Gram,ROAD,Rural Connectivity & Transport,Delhi,South Delhi,South Delhi Parliamentary Constituency,South Delhi Block-1,Village Gandhi Gram,20.246058,85.414724,1065000.0,1065000.0,948000.0,2021-10-21,2022-06-09,2022-07-24,100.0,,NOT_AVAILABLE,COMPLETED,Water Supply & Sanitation Board,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,1,LOCATION_INCONSISTENCY,2026-09-19 15:04:49.661612,2026-09-19 15:04:49.661614,72.0,HIGH
SYN-PRJ-01340,Bituminous Road from Main Highway to Scheduled Village at Village Mohanpur,ROAD,Rural Connectivity & Transport,Bihar,Muzaffarpur,Muzaffarpur Parliamentary Constituency,Muzaffarpur Block-5,Village Mohanpur,25.107541,85.281486,1265000.0,900000.0,389000.0,2021-09-10,2022-07-09,,50.4,,NOT_AVAILABLE,DELAYED,Panchayati Raj Engineering Division,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661627,2026-09-19 15:04:49.661629,40.0,MEDIUM
SYN-PRJ-01341,Construction of Public Library and Reading Room at Village Sundarpur,BUILDING,Education & Community,Uttarakhand,Haridwar,Haridwar Parliamentary Constituency,Haridwar Block-4,Village Sundarpur,30.148297,78.983055,2995000.0,2995000.0,2915000.0,2024-01-13,2024-07-26,2024-08-28,100.0,,NOT_AVAILABLE,COMPLETED,Public Works Department (PWD),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661641,2026-09-19 15:04:49.661643,15.0,LOW
SYN-PRJ-01342,Major Causeway Reconstruction across Seasonal Stream at Village Rampur,BRIDGE,Bridges & Culverts,Karnataka,Mysuru,Mysuru Parliamentary Constituency,Mysuru Block-1,Village Rampur,15.277766,75.801724,1765000.0,1370000.0,1277000.0,2024-02-29,2026-02-07,,26.3,,NOT_AVAILABLE,IN_PROGRESS,Rural Engineering Services (RES),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,1,PAYMENT_PROGRESS_MISMATCH,2026-09-19 15:04:49.661655,2026-09-19 15:04:49.661658,72.0,HIGH
SYN-PRJ-01343,Installation of Solar Dual-Pump Piped Drinking Water System at Village Gandhi Gram,WATER_TANK,Drinking Water & Sanitation,Jammu and Kashmir,Anantnag,Anantnag Parliamentary Constituency,Anantnag Block-3,Village Gandhi Gram,33.818407,76.614139,1340000.0,1201000.0,691000.0,2022-02-16,2022-08-22,,67.4,,NOT_AVAILABLE,DELAYED,Rural Engineering Services (RES),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661668,2026-09-19 15:04:49.661671,40.0,MEDIUM
SYN-PRJ-01344,Bituminous Road from Main Highway to Scheduled Village at Village Adarsh Nagar,ROAD,Rural Connectivity & Transport,Andaman and Nicobar Islands,North and Middle Andaman,North and Middle Andaman Parliamentary Constituency,North and Middle Andaman Block-3,Village Adarsh Nagar,11.796412,92.474331,725000.0,725000.0,637000.0,2023-07-31,2024-06-21,2024-07-02,100.0,,NOT_AVAILABLE,COMPLETED,Water Supply & Sanitation Board,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661684,2026-09-19 15:04:49.661687,15.0,LOW
SYN-PRJ-01345,Construction of Public Library and Reading Room at Village Rampur,BUILDING,Education & Community,Andhra Pradesh,Visakhapatnam,Visakhapatnam Parliamentary Constituency,Visakhapatnam Block-3,Village Rampur,16.003715,79.813496,4215000.0,4085000.0,3150000.0,2023-07-03,2024-03-17,,81.4,,NOT_AVAILABLE,DELAYED,Municipal Engineering Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661697,2026-09-19 15:04:49.661699,40.0,MEDIUM
SYN-PRJ-01346,"Construction of 50,000 Litre Overhead R.C.C. Water Storage Tank at Village Sundarpur",WATER_TANK,Drinking Water & Sanitation,Assam,Kamrup,Kamrup Parliamentary Constituency,Kamrup Block-1,Village Sundarpur,26.078598,92.90831,495000.0,495000.0,423000.0,2022-10-10,2022-12-25,2022-12-19,100.0,,NOT_AVAILABLE,COMPLETED,Panchayati Raj Engineering Division,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661714,2026-09-19 15:04:49.661716,15.0,LOW
SYN-PRJ-01347,Erection of Multi-Purpose Community Hall at Village Adarsh Nagar,BUILDING,Education & Community,Punjab,Amritsar,Amritsar Parliamentary Constituency,Amritsar Block-5,Village Adarsh Nagar,31.142383,75.32506,3200000.0,3200000.0,2815000.0,2024-07-23,2025-10-16,2025-10-07,100.0,,NOT_AVAILABLE,COMPLETED,State Bridge Construction Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661727,2026-09-19 15:04:49.661729,15.0,LOW
SYN-PRJ-01348,R.C.C. Box Culvert for Agricultural Drainage and Crossing at Village Shivnagar,BRIDGE,Bridges & Culverts,Madhya Pradesh,Jabalpur,Jabalpur Parliamentary Constituency,Jabalpur Block-5,Village Shivnagar,23.013463,78.828664,3205000.0,3017000.0,2081000.0,2021-03-10,2022-02-03,,71.3,,NOT_AVAILABLE,DELAYED,State Bridge Construction Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661739,2026-09-19 15:04:49.661742,40.0,MEDIUM
SYN-PRJ-01349,Construction of Community Hall and Center at Village Mohanpur (Phase-1),BRIDGE,Bridges & Culverts,Tamil Nadu,Coimbatore,Coimbatore Parliamentary Constituency,Coimbatore Block-3,Village Mohanpur,11.256912,78.499434,1180000.0,1180000.0,1112000.0,2021-12-27,2022-11-07,2022-12-03,100.0,,NOT_AVAILABLE,COMPLETED,Zila Parishad Engineering Wing,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,1,POTENTIAL_SIMILARITY,2026-09-19 15:04:49.661753,2026-09-19 15:04:49.661756,72.0,HIGH
SYN-PRJ-01350,"Construction of 50,000 Litre Overhead R.C.C. Water Storage Tank at Village Gandhi Gram",WATER_TANK,Drinking Water & Sanitation,Andhra Pradesh,Krishna,Krishna Parliamentary Constituency,Krishna Block-3,Village Gandhi Gram,15.987548,79.899472,570000.0,570000.0,487000.0,2021-10-06,2022-01-31,2022-03-06,100.0,,NOT_AVAILABLE,COMPLETED,Municipal Engineering Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661766,2026-09-19 15:04:49.661769,15.0,LOW
SYN-PRJ-01351,Installation of Solar Dual-Pump Piped Drinking Water System at Village Mohanpur,WATER_TANK,Drinking Water & Sanitation,Uttar Pradesh,Lucknow,Lucknow Parliamentary Constituency,Lucknow Block-1,Village Mohanpur,26.893117,81.077118,1070000.0,1070000.0,1043000.0,2024-06-11,2024-11-17,2024-12-21,100.0,,NOT_AVAILABLE,COMPLETED,Panchayati Raj Engineering Division,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661779,2026-09-19 15:04:49.661782,15.0,LOW
SYN-PRJ-01352,Construction of Gram Panchayat Citizen Service Center at Village Rampur,BUILDING,Education & Community,Madhya Pradesh,Jabalpur,Jabalpur Parliamentary Constituency,Jabalpur Block-1,Village Rampur,23.214872,78.779745,675000.0,675000.0,671000.0,2023-04-06,2023-12-21,2024-01-30,100.0,,NOT_AVAILABLE,COMPLETED,Rural Engineering Services (RES),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661792,2026-09-19 15:04:49.661794,15.0,LOW
SYN-PRJ-01353,Installation of Community Water Purification RO Plant at Village Gandhi Gram,WATER_TANK,Drinking Water & Sanitation,Lakshadweep,Kavaratti,Kavaratti Parliamentary Constituency,Kavaratti Block-1,Village Gandhi Gram,10.596617,72.767111,1590000.0,1590000.0,1439000.0,2022-06-27,2023-01-09,2023-01-20,27.5,,NOT_AVAILABLE,IN_PROGRESS,Irrigation & Flood Control Department,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,1,PAYMENT_PROGRESS_MISMATCH,2026-09-19 15:04:49.661806,2026-09-19 15:04:49.661808,72.0,HIGH
SYN-PRJ-01354,Construction of Public Library and Reading Room at Village Sundarpur,BUILDING,Education & Community,Maharashtra,Pune,Pune Parliamentary Constituency,Pune Block-2,Village Sundarpur,19.768887,75.716768,1330000.0,1105000.0,669000.0,2022-09-05,2024-01-09,,63.0,,NOT_AVAILABLE,DELAYED,Rural Engineering Services (RES),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661820,2026-09-19 15:04:49.661822,40.0,MEDIUM
SYN-PRJ-01355,Major Causeway Reconstruction across Seasonal Stream at Village Adarsh Nagar,BRIDGE,Bridges & Culverts,Jharkhand,Dhanbad,Dhanbad Parliamentary Constituency,Dhanbad Block-2,Village Adarsh Nagar,23.56803,85.46751,4195000.0,4195000.0,3979000.0,2022-01-24,2023-04-02,2023-04-15,100.0,,NOT_AVAILABLE,COMPLETED,Public Works Department (PWD),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661834,2026-09-19 15:04:49.661836,15.0,LOW
SYN-PRJ-01356,Construction of Cement Concrete Road with Paver Blocks at Village Gandhi Gram,ROAD,Rural Connectivity & Transport,Tripura,West Tripura,West Tripura Parliamentary Constituency,West Tripura Block-4,Village Gandhi Gram,23.842589,92.172084,1170000.0,1170000.0,1140000.0,2021-05-08,2022-05-05,2022-06-06,100.0,,NOT_AVAILABLE,COMPLETED,Rural Engineering Services (RES),SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661847,2026-09-19 15:04:49.661850,15.0,LOW
SYN-PRJ-01357,Construction of High-Level Submersible Bridge across Nullah at Village Sundarpur,BRIDGE,Bridges & Culverts,Andhra Pradesh,Chittoor,Chittoor Parliamentary Constituency,Chittoor Block-3,Village Sundarpur,15.972884,79.572083,4500000.0,3884000.0,2717000.0,2021-02-11,2021-12-24,,73.7,,NOT_AVAILABLE,DELAYED,Municipal Engineering Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661861,2026-09-19 15:04:49.661863,40.0,MEDIUM
SYN-PRJ-01358,Deep Borewell with Submersible Motor and Public Distribution Cistern at Village Sundarpur,WATER_TANK,Drinking Water & Sanitation,Chandigarh,Chandigarh,Chandigarh Parliamentary Constituency,Chandigarh Block-4,Village Sundarpur,30.777418,76.527397,1500000.0,1500000.0,1332000.0,2022-10-19,2023-01-03,2022-12-09,100.0,,NOT_AVAILABLE,COMPLETED,State Bridge Construction Corporation,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661874,2026-09-19 15:04:49.661876,15.0,LOW
SYN-PRJ-01359,Construction of Gram Panchayat Citizen Service Center at Village Shivnagar,BUILDING,Education & Community,Chhattisgarh,Bilaspur,Bilaspur Parliamentary Constituency,Bilaspur Block-1,Village Shivnagar,21.353761,81.972328,2655000.0,2655000.0,2365000.0,2021-06-22,2022-01-24,2022-02-06,100.0,,NOT_AVAILABLE,COMPLETED,Irrigation & Flood Control Department,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661887,2026-09-19 15:04:49.661889,15.0,LOW
SYN-PRJ-01360,Major Causeway Reconstruction across Seasonal Stream at Village Sundarpur,BRIDGE,Bridges & Culverts,Goa,South Goa,South Goa Parliamentary Constituency,South Goa Block-5,Village Sundarpur,15.228217,74.138826,770000.0,770000.0,674000.0,2022-01-28,2023-03-27,2023-03-14,100.0,,NOT_AVAILABLE,COMPLETED,Water Supply & Sanitation Board,SYNTHETIC,SYNTHETIC_TEST_DATA,SYNTHETIC,0,NORMAL,2026-09-19 15:04:49.661900,2026-09-19 15:04:49.661903,15.0,LOW
