project_id,doc_name,doc_type,file_path,file_hash,extracted_text,extracted_data_json,consistency_score
SYN-PRJ-00816,Administrative_Sanction_Order_SYN-PRJ-00816.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00816.pdf,syn_hash_so_SYN-PRJ-0081,"SANCTION ORDER: Project SYN-PRJ-00816. Total administrative approval of INR 1,920,000.00 sanctioned under MPLADS.","{""sanction_amount"": 1920000.0, ""sanction_date"": ""2024-03-17"", ""agency"": ""Irrigation & Flood Control Department""}",100.0
SYN-PRJ-00816,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00816.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00816.pdf,syn_hash_uc_SYN-PRJ-0081,"FORM GFR 19-A. Certified that out of Rs 1,920,000.00 sanctioned, Rs 506,000.00 has been properly utilized.","{""claimed_utilization"": 506000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00817,Administrative_Sanction_Order_SYN-PRJ-00817.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00817.pdf,syn_hash_so_SYN-PRJ-0081,"SANCTION ORDER: Project SYN-PRJ-00817. Total administrative approval of INR 1,735,000.00 sanctioned under MPLADS.","{""sanction_amount"": 1735000.0, ""sanction_date"": ""2023-01-29"", ""agency"": ""Municipal Engineering Corporation""}",100.0
SYN-PRJ-00817,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00817.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00817.pdf,syn_hash_uc_SYN-PRJ-0081,"FORM GFR 19-A. Certified that out of Rs 1,735,000.00 sanctioned, Rs 1,654,000.00 has been properly utilized.","{""claimed_utilization"": 1654000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00818,Administrative_Sanction_Order_SYN-PRJ-00818.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00818.pdf,syn_hash_so_SYN-PRJ-0081,"SANCTION ORDER: Project SYN-PRJ-00818. Total administrative approval of INR 2,365,000.00 sanctioned under MPLADS.","{""sanction_amount"": 2365000.0, ""sanction_date"": ""2022-12-26"", ""agency"": ""Zila Parishad Engineering Wing""}",100.0
SYN-PRJ-00818,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00818.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00818.pdf,syn_hash_uc_SYN-PRJ-0081,"FORM GFR 19-A. Certified that out of Rs 2,365,000.00 sanctioned, Rs 2,258,000.00 has been properly utilized.","{""claimed_utilization"": 2258000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00819,Administrative_Sanction_Order_SYN-PRJ-00819.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00819.pdf,syn_hash_so_SYN-PRJ-0081,"SANCTION ORDER: Project SYN-PRJ-00819. Total administrative approval of INR 400,000.00 sanctioned under MPLADS.","{""sanction_amount"": 400000.0, ""sanction_date"": ""2022-07-03"", ""agency"": ""Zila Parishad Engineering Wing""}",100.0
SYN-PRJ-00819,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00819.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00819.pdf,syn_hash_uc_SYN-PRJ-0081,"FORM GFR 19-A. Certified that out of Rs 400,000.00 sanctioned, Rs 191,000.00 has been properly utilized.","{""claimed_utilization"": 191000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00820,Administrative_Sanction_Order_SYN-PRJ-00820.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00820.pdf,syn_hash_so_SYN-PRJ-0082,"SANCTION ORDER: Project SYN-PRJ-00820. Total administrative approval of INR 3,945,000.00 sanctioned under MPLADS.","{""sanction_amount"": 3945000.0, ""sanction_date"": ""2023-01-19"", ""agency"": ""Rural Engineering Services (RES)""}",100.0
SYN-PRJ-00820,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00820.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00820.pdf,syn_hash_uc_SYN-PRJ-0082,"FORM GFR 19-A. Certified that out of Rs 3,945,000.00 sanctioned, Rs 3,227,000.00 has been properly utilized.","{""claimed_utilization"": 3227000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00821,Administrative_Sanction_Order_SYN-PRJ-00821.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00821.pdf,syn_hash_so_SYN-PRJ-0082,"SANCTION ORDER: Project SYN-PRJ-00821. Total administrative approval of INR 2,145,000.00 sanctioned under MPLADS.","{""sanction_amount"": 2145000.0, ""sanction_date"": ""2024-05-14"", ""agency"": ""Water Supply & Sanitation Board""}",100.0
SYN-PRJ-00821,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00821.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00821.pdf,syn_hash_uc_SYN-PRJ-0082,"FORM GFR 19-A. Certified that out of Rs 2,145,000.00 sanctioned, Rs 1,902,000.00 has been properly utilized.","{""claimed_utilization"": 1902000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00822,Administrative_Sanction_Order_SYN-PRJ-00822.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00822.pdf,syn_hash_so_SYN-PRJ-0082,"SANCTION ORDER: Project SYN-PRJ-00822. Total administrative approval of INR 350,000.00 sanctioned under MPLADS.","{""sanction_amount"": 350000.0, ""sanction_date"": ""2023-11-19"", ""agency"": ""Public Works Department (PWD)""}",100.0
SYN-PRJ-00822,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00822.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00822.pdf,syn_hash_uc_SYN-PRJ-0082,"FORM GFR 19-A. Certified that out of Rs 350,000.00 sanctioned, Rs 319,000.00 has been properly utilized.","{""claimed_utilization"": 319000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00823,Administrative_Sanction_Order_SYN-PRJ-00823.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00823.pdf,syn_hash_so_SYN-PRJ-0082,"SANCTION ORDER: Project SYN-PRJ-00823. Total administrative approval of INR 2,000,000.00 sanctioned under MPLADS.","{""sanction_amount"": 2000000.0, ""sanction_date"": ""2024-10-04"", ""agency"": ""Panchayati Raj Engineering Division""}",100.0
SYN-PRJ-00823,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00823.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00823.pdf,syn_hash_uc_SYN-PRJ-0082,"FORM GFR 19-A. Certified that out of Rs 2,000,000.00 sanctioned, Rs 1,930,000.00 has been properly utilized.","{""claimed_utilization"": 1930000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00824,Administrative_Sanction_Order_SYN-PRJ-00824.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00824.pdf,syn_hash_so_SYN-PRJ-0082,"SANCTION ORDER: Project SYN-PRJ-00824. Total administrative approval of INR 705,000.00 sanctioned under MPLADS.","{""sanction_amount"": 705000.0, ""sanction_date"": ""2022-01-02"", ""agency"": ""Panchayati Raj Engineering Division""}",100.0
SYN-PRJ-00824,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00824.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00824.pdf,syn_hash_uc_SYN-PRJ-0082,"FORM GFR 19-A. Certified that out of Rs 705,000.00 sanctioned, Rs 379,000.00 has been properly utilized.","{""claimed_utilization"": 379000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00825,Administrative_Sanction_Order_SYN-PRJ-00825.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00825.pdf,syn_hash_so_SYN-PRJ-0082,"SANCTION ORDER: Project SYN-PRJ-00825. Total administrative approval of INR 3,645,000.00 sanctioned under MPLADS.","{""sanction_amount"": 3645000.0, ""sanction_date"": ""2023-04-02"", ""agency"": ""Water Supply & Sanitation Board""}",100.0
SYN-PRJ-00825,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00825.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00825.pdf,syn_hash_uc_SYN-PRJ-0082,"FORM GFR 19-A. Certified that out of Rs 3,645,000.00 sanctioned, Rs 3,484,000.00 has been properly utilized.","{""claimed_utilization"": 3484000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00826,Administrative_Sanction_Order_SYN-PRJ-00826.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00826.pdf,syn_hash_so_SYN-PRJ-0082,"SANCTION ORDER: Project SYN-PRJ-00826. Total administrative approval of INR 2,635,000.00 sanctioned under MPLADS.","{""sanction_amount"": 2635000.0, ""sanction_date"": ""2024-10-27"", ""agency"": ""Municipal Engineering Corporation""}",100.0
SYN-PRJ-00826,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00826.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00826.pdf,syn_hash_uc_SYN-PRJ-0082,"FORM GFR 19-A. Certified that out of Rs 2,635,000.00 sanctioned, Rs 2,377,000.00 has been properly utilized.","{""claimed_utilization"": 2377000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00827,Administrative_Sanction_Order_SYN-PRJ-00827.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00827.pdf,syn_hash_so_SYN-PRJ-0082,"SANCTION ORDER: Project SYN-PRJ-00827. Total administrative approval of INR 2,935,000.00 sanctioned under MPLADS.","{""sanction_amount"": 2935000.0, ""sanction_date"": ""2023-11-07"", ""agency"": ""Municipal Engineering Corporation""}",100.0
SYN-PRJ-00827,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00827.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00827.pdf,syn_hash_uc_SYN-PRJ-0082,"FORM GFR 19-A. Certified that out of Rs 2,935,000.00 sanctioned, Rs 2,779,000.00 has been properly utilized.","{""claimed_utilization"": 2779000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00828,Administrative_Sanction_Order_SYN-PRJ-00828.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00828.pdf,syn_hash_so_SYN-PRJ-0082,"SANCTION ORDER: Project SYN-PRJ-00828. Total administrative approval of INR 1,530,000.00 sanctioned under MPLADS.","{""sanction_amount"": 1530000.0, ""sanction_date"": ""2022-12-11"", ""agency"": ""State Bridge Construction Corporation""}",100.0
SYN-PRJ-00828,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00828.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00828.pdf,syn_hash_uc_SYN-PRJ-0082,"FORM GFR 19-A. Certified that out of Rs 1,530,000.00 sanctioned, Rs 354,000.00 has been properly utilized.","{""claimed_utilization"": 354000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00829,Administrative_Sanction_Order_SYN-PRJ-00829.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00829.pdf,syn_hash_so_SYN-PRJ-0082,"SANCTION ORDER: Project SYN-PRJ-00829. Total administrative approval of INR 3,035,000.00 sanctioned under MPLADS.","{""sanction_amount"": 3035000.0, ""sanction_date"": ""2021-08-10"", ""agency"": ""Rural Engineering Services (RES)""}",100.0
SYN-PRJ-00829,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00829.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00829.pdf,syn_hash_uc_SYN-PRJ-0082,"FORM GFR 19-A. Certified that out of Rs 3,035,000.00 sanctioned, Rs 2,638,000.00 has been properly utilized.","{""claimed_utilization"": 2638000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00830,Administrative_Sanction_Order_SYN-PRJ-00830.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00830.pdf,syn_hash_so_SYN-PRJ-0083,"SANCTION ORDER: Project SYN-PRJ-00830. Total administrative approval of INR 710,000.00 sanctioned under MPLADS.","{""sanction_amount"": 710000.0, ""sanction_date"": ""2021-05-06"", ""agency"": ""State Bridge Construction Corporation""}",100.0
SYN-PRJ-00830,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00830.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00830.pdf,syn_hash_uc_SYN-PRJ-0083,"FORM GFR 19-A. Certified that out of Rs 710,000.00 sanctioned, Rs 394,000.00 has been properly utilized.","{""claimed_utilization"": 394000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00831,Administrative_Sanction_Order_SYN-PRJ-00831.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00831.pdf,syn_hash_so_SYN-PRJ-0083,"SANCTION ORDER: Project SYN-PRJ-00831. Total administrative approval of INR 4,915,000.00 sanctioned under MPLADS.","{""sanction_amount"": 4915000.0, ""sanction_date"": ""2022-01-16"", ""agency"": ""Rural Engineering Services (RES)""}",100.0
SYN-PRJ-00831,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00831.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00831.pdf,syn_hash_uc_SYN-PRJ-0083,"FORM GFR 19-A. Certified that out of Rs 4,915,000.00 sanctioned, Rs 4,237,000.00 has been properly utilized.","{""claimed_utilization"": 4237000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00832,Administrative_Sanction_Order_SYN-PRJ-00832.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00832.pdf,syn_hash_so_SYN-PRJ-0083,"SANCTION ORDER: Project SYN-PRJ-00832. Total administrative approval of INR 1,785,000.00 sanctioned under MPLADS.","{""sanction_amount"": 1785000.0, ""sanction_date"": ""2021-04-24"", ""agency"": ""Water Supply & Sanitation Board""}",100.0
SYN-PRJ-00832,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00832.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00832.pdf,syn_hash_uc_SYN-PRJ-0083,"FORM GFR 19-A. Certified that out of Rs 1,785,000.00 sanctioned, Rs 1,144,000.00 has been properly utilized.","{""claimed_utilization"": 1144000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00833,Administrative_Sanction_Order_SYN-PRJ-00833.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00833.pdf,syn_hash_so_SYN-PRJ-0083,"SANCTION ORDER: Project SYN-PRJ-00833. Total administrative approval of INR 2,105,000.00 sanctioned under MPLADS.","{""sanction_amount"": 2105000.0, ""sanction_date"": ""2022-09-07"", ""agency"": ""Irrigation & Flood Control Department""}",100.0
SYN-PRJ-00833,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00833.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00833.pdf,syn_hash_uc_SYN-PRJ-0083,"FORM GFR 19-A. Certified that out of Rs 2,105,000.00 sanctioned, Rs 716,000.00 has been properly utilized.","{""claimed_utilization"": 716000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00834,Administrative_Sanction_Order_SYN-PRJ-00834.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00834.pdf,syn_hash_so_SYN-PRJ-0083,"SANCTION ORDER: Project SYN-PRJ-00834. Total administrative approval of INR 325,000.00 sanctioned under MPLADS.","{""sanction_amount"": 325000.0, ""sanction_date"": ""2024-01-15"", ""agency"": ""Panchayati Raj Engineering Division""}",100.0
SYN-PRJ-00834,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00834.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00834.pdf,syn_hash_uc_SYN-PRJ-0083,"FORM GFR 19-A. Certified that out of Rs 325,000.00 sanctioned, Rs 290,000.00 has been properly utilized.","{""claimed_utilization"": 290000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00835,Administrative_Sanction_Order_SYN-PRJ-00835.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00835.pdf,syn_hash_so_SYN-PRJ-0083,"SANCTION ORDER: Project SYN-PRJ-00835. Total administrative approval of INR 220,000.00 sanctioned under MPLADS.","{""sanction_amount"": 220000.0, ""sanction_date"": ""2023-02-17"", ""agency"": ""Rural Engineering Services (RES)""}",100.0
SYN-PRJ-00835,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00835.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00835.pdf,syn_hash_uc_SYN-PRJ-0083,"FORM GFR 19-A. Certified that out of Rs 220,000.00 sanctioned, Rs 253,000.00 has been properly utilized.","{""claimed_utilization"": 253000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00836,Administrative_Sanction_Order_SYN-PRJ-00836.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00836.pdf,syn_hash_so_SYN-PRJ-0083,"SANCTION ORDER: Project SYN-PRJ-00836. Total administrative approval of INR 2,840,000.00 sanctioned under MPLADS.","{""sanction_amount"": 2840000.0, ""sanction_date"": ""2021-09-10"", ""agency"": ""Rural Engineering Services (RES)""}",100.0
SYN-PRJ-00836,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00836.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00836.pdf,syn_hash_uc_SYN-PRJ-0083,"FORM GFR 19-A. Certified that out of Rs 2,840,000.00 sanctioned, Rs 2,644,000.00 has been properly utilized.","{""claimed_utilization"": 2644000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00837,Administrative_Sanction_Order_SYN-PRJ-00837.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00837.pdf,syn_hash_so_SYN-PRJ-0083,"SANCTION ORDER: Project SYN-PRJ-00837. Total administrative approval of INR 660,000.00 sanctioned under MPLADS.","{""sanction_amount"": 660000.0, ""sanction_date"": ""2022-01-30"", ""agency"": ""State Bridge Construction Corporation""}",100.0
SYN-PRJ-00837,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00837.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00837.pdf,syn_hash_uc_SYN-PRJ-0083,"FORM GFR 19-A. Certified that out of Rs 660,000.00 sanctioned, Rs 628,000.00 has been properly utilized.","{""claimed_utilization"": 628000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00838,Administrative_Sanction_Order_SYN-PRJ-00838.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00838.pdf,syn_hash_so_SYN-PRJ-0083,"SANCTION ORDER: Project SYN-PRJ-00838. Total administrative approval of INR 1,500,000.00 sanctioned under MPLADS.","{""sanction_amount"": 1500000.0, ""sanction_date"": ""2022-07-15"", ""agency"": ""Panchayati Raj Engineering Division""}",100.0
SYN-PRJ-00838,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00838.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00838.pdf,syn_hash_uc_SYN-PRJ-0083,"FORM GFR 19-A. Certified that out of Rs 1,500,000.00 sanctioned, Rs 2,025,000.00 has been properly utilized.","{""claimed_utilization"": 2025000.0000000002, ""uc_certified"": true, ""consistency_gap"": 825000.0000000002}",42.0
SYN-PRJ-00839,Administrative_Sanction_Order_SYN-PRJ-00839.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00839.pdf,syn_hash_so_SYN-PRJ-0083,"SANCTION ORDER: Project SYN-PRJ-00839. Total administrative approval of INR 1,980,000.00 sanctioned under MPLADS.","{""sanction_amount"": 1980000.0, ""sanction_date"": ""2024-05-18"", ""agency"": ""State Bridge Construction Corporation""}",100.0
SYN-PRJ-00839,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00839.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00839.pdf,syn_hash_uc_SYN-PRJ-0083,"FORM GFR 19-A. Certified that out of Rs 1,980,000.00 sanctioned, Rs 1,784,000.00 has been properly utilized.","{""claimed_utilization"": 1784000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00840,Administrative_Sanction_Order_SYN-PRJ-00840.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00840.pdf,syn_hash_so_SYN-PRJ-0084,"SANCTION ORDER: Project SYN-PRJ-00840. Total administrative approval of INR 625,000.00 sanctioned under MPLADS.","{""sanction_amount"": 625000.0, ""sanction_date"": ""2023-03-24"", ""agency"": ""Panchayati Raj Engineering Division""}",100.0
SYN-PRJ-00840,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00840.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00840.pdf,syn_hash_uc_SYN-PRJ-0084,"FORM GFR 19-A. Certified that out of Rs 625,000.00 sanctioned, Rs 458,000.00 has been properly utilized.","{""claimed_utilization"": 458000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00841,Administrative_Sanction_Order_SYN-PRJ-00841.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00841.pdf,syn_hash_so_SYN-PRJ-0084,"SANCTION ORDER: Project SYN-PRJ-00841. Total administrative approval of INR 2,605,000.00 sanctioned under MPLADS.","{""sanction_amount"": 2605000.0, ""sanction_date"": ""2024-10-27"", ""agency"": ""Municipal Engineering Corporation""}",100.0
SYN-PRJ-00841,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00841.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00841.pdf,syn_hash_uc_SYN-PRJ-0084,"FORM GFR 19-A. Certified that out of Rs 2,605,000.00 sanctioned, Rs 1,306,000.00 has been properly utilized.","{""claimed_utilization"": 1306000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00842,Administrative_Sanction_Order_SYN-PRJ-00842.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00842.pdf,syn_hash_so_SYN-PRJ-0084,"SANCTION ORDER: Project SYN-PRJ-00842. Total administrative approval of INR 1,000,000.00 sanctioned under MPLADS.","{""sanction_amount"": 1000000.0, ""sanction_date"": ""2023-04-05"", ""agency"": ""Rural Engineering Services (RES)""}",100.0
SYN-PRJ-00842,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00842.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00842.pdf,syn_hash_uc_SYN-PRJ-0084,"FORM GFR 19-A. Certified that out of Rs 1,000,000.00 sanctioned, Rs 980,000.00 has been properly utilized.","{""claimed_utilization"": 980000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00843,Administrative_Sanction_Order_SYN-PRJ-00843.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00843.pdf,syn_hash_so_SYN-PRJ-0084,"SANCTION ORDER: Project SYN-PRJ-00843. Total administrative approval of INR 2,315,000.00 sanctioned under MPLADS.","{""sanction_amount"": 2315000.0, ""sanction_date"": ""2023-01-28"", ""agency"": ""Irrigation & Flood Control Department""}",100.0
SYN-PRJ-00843,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00843.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00843.pdf,syn_hash_uc_SYN-PRJ-0084,"FORM GFR 19-A. Certified that out of Rs 2,315,000.00 sanctioned, Rs 2,276,000.00 has been properly utilized.","{""claimed_utilization"": 2276000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00844,Administrative_Sanction_Order_SYN-PRJ-00844.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00844.pdf,syn_hash_so_SYN-PRJ-0084,"SANCTION ORDER: Project SYN-PRJ-00844. Total administrative approval of INR 2,955,000.00 sanctioned under MPLADS.","{""sanction_amount"": 2955000.0, ""sanction_date"": ""2024-01-10"", ""agency"": ""Irrigation & Flood Control Department""}",100.0
SYN-PRJ-00844,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00844.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00844.pdf,syn_hash_uc_SYN-PRJ-0084,"FORM GFR 19-A. Certified that out of Rs 2,955,000.00 sanctioned, Rs 2,555,000.00 has been properly utilized.","{""claimed_utilization"": 2555000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00845,Administrative_Sanction_Order_SYN-PRJ-00845.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00845.pdf,syn_hash_so_SYN-PRJ-0084,"SANCTION ORDER: Project SYN-PRJ-00845. Total administrative approval of INR 2,885,000.00 sanctioned under MPLADS.","{""sanction_amount"": 2885000.0, ""sanction_date"": ""2024-06-16"", ""agency"": ""Zila Parishad Engineering Wing""}",100.0
SYN-PRJ-00845,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00845.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00845.pdf,syn_hash_uc_SYN-PRJ-0084,"FORM GFR 19-A. Certified that out of Rs 2,885,000.00 sanctioned, Rs 2,861,000.00 has been properly utilized.","{""claimed_utilization"": 2861000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00846,Administrative_Sanction_Order_SYN-PRJ-00846.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00846.pdf,syn_hash_so_SYN-PRJ-0084,"SANCTION ORDER: Project SYN-PRJ-00846. Total administrative approval of INR 1,785,000.00 sanctioned under MPLADS.","{""sanction_amount"": 1785000.0, ""sanction_date"": ""2024-05-30"", ""agency"": ""Municipal Engineering Corporation""}",100.0
SYN-PRJ-00846,Form_GFR19A_Utilization_Certificate_SYN-PRJ-00846.pdf,UTILIZATION_CERTIFICATE,/synthetic_docs/uc_SYN-PRJ-00846.pdf,syn_hash_uc_SYN-PRJ-0084,"FORM GFR 19-A. Certified that out of Rs 1,785,000.00 sanctioned, Rs 1,569,000.00 has been properly utilized.","{""claimed_utilization"": 1569000.0, ""uc_certified"": true, ""consistency_gap"": 0.0}",98.0
SYN-PRJ-00847,Administrative_Sanction_Order_SYN-PRJ-00847.pdf,SANCTION_ORDER,/synthetic_docs/sanction_SYN-PRJ-00847.pdf,syn_hash_so_SYN-PRJ-0084,"SANCTION ORDER: Project SYN-PRJ-00847. Total administrative approval of INR 725,000.00 sanctioned under MPLADS.","{""sanction_amount"": 725000.0, ""sanction_date"": ""2022-11-06"", ""agency"": ""Water Supply & Sanitation Board""}",100.0
